,title,channel,running_time,watch_date,watch_time,category,watched_YN
384,SK 하이닉스 Gold P31 막차 특집!,퀘이사존 QUASARZONE,1:10:34,2022-12-27,오후 9:56,,1
385,[오리건 트레일] 마차로 미국 대륙을 횡단하는 꿀잼 생존게임🐮 (The Oregon Trail),옥냥이 RoofTopCAT,5:25:26,2022-12-27,오후 1:40,,0
386,AMD Ryzen 7 5700X + RTX 3060Ti - Test in 16 Games,ALAN GAME HUB,38:46,2022-12-27,오후 1:40,,1
387,RTX 3080 vs RTX 3080 Ti vs RTX 4080 Test in 7 Games // 4K // Benchmark,Hardware for Gamers,6:59,2022-12-27,오후 1:38,,1
388,GTX 1060 vs RTX 3060 - How Big is the Difference?,Testing Games,9:49,2022-12-27,오후 1:37,,1
389,DDR5 6400 VS DDR5 7200 을 쓰면 RTX 4090 프레임은? / PALIT RTX 4090 GAMEROCK OC REVIEW,Luv IT ATO  러빗아토,6:37,2022-12-27,오후 1:34,,0
390,[상인의 전설] 10000원으로 시작해서 재벌집 상인 아들이 되어보자! 과몰입 레전드 경영게임😎 (※시간순삭) (Legend of Merchant),옥냥이 RoofTopCAT,3:04:02,2022-12-27,오후 1:23,,0
391,극한의 추위에서 살아남기,랄로,33:58,2022-12-27,오후 12:54,,0
392,건설사 이어 부품차도 부도…지역 경제 파장 잇따라 / KBS  2022.12.26.,KBS News,2:39,2022-12-27,오후 12:48,,0
393,카드사들이 똘똘뭉쳐 애플페이를 방어한다? 뜬금포 '오픈페이' 출시 소식,ITSub잇섭,8:35,2022-12-27,오후 12:44,,0
394,‘웹3-블록체인-토큰-메타버스-VR·AR’ 완벽한 위계정리 (김지현 SK 부사장),티타임즈TV,19:00,2022-12-27,오후 12:34,,0
395,통신비 다이어트 가능? SKT 다이렉트 플랜 비교해봤습니다,뻘짓연구소,6:02,2022-12-27,오후 12:25,,1
396,책을 읽어야 하는 이유에 대한 가장 과학적인 설명(f. 진화학자 장대익 교수),티타임즈TV,30:50,2022-12-27,오전 11:52,,1
397,이제 ‘공감’이 기업을 키우는 키워드이다(f.진화학자 장대익 교수),티타임즈TV,19:55,2022-12-27,오전 11:32,,1
398,메타버스 콘텐츠가 갖춰야 할 두 가지 키워드,티타임즈TV,26:33,2022-12-27,오전 11:05,,0
399,AI개발자의 취업준비 꿀팁,IN THIS WORK · 인디스워크,11:35,2022-12-27,오전 11:02,,0
400,"""중국 비밀경찰 한국 내 거점"" 지목된 중식당…가 봤더니 / SBS",SBS 뉴스,3:44,2022-12-27,오전 11:02,,1
401,시청 거리의 진실(부모님 시청 금지),퀘이사존 QUASARZONE,10:51,2022-12-26,오후 11:34,,0
402,"[자존감] 자존감 바닥일 때 보는 영상 | 멘탈 강한 사람들의 특징 | 죄책감, 비교에 찌든 마음 회복하기",말많은소녀,1:16:55,2022-12-26,오후 10:48,,1
403,🤫 잘되는 사람과 그저 그렇게 사는 사람의 결정적인 차이점 6가지,말많은소녀,12:27,2022-12-26,오후 10:35,,0
404,[Radio] 30대 후반까지 결혼 안 하면 생기는 일 | 언니는네편 ep.01,말많은소녀,55:54,2022-12-26,오후 9:33,,1
405,이름만 대면 누구나 알만한 대기업들이 왜....,호갱구조대,4:00,2022-12-26,오후 9:15,,0
406,[상인의 전설] 10000원으로 시작해서 재벌집 상인 아들이 되어보자! 과몰입 레전드 경영게임😎 (※시간순삭) (Legend of Merchant),옥냥이 RoofTopCAT,3:04:02,2022-12-26,오후 7:24,,0
407,무료배포게임 2개 / 한글화된 스팀 게임은 신작과도 같다! 도트갓겜 한글화,말 많은 게이머 듀리,8:18,2022-12-26,오후 6:47,,1
408,웰메이드 똥퀄로 하루만에 본전 뽑은 게임 [염소 시뮬레이터],김성회의 G식백과,11:36,2022-12-26,오후 6:35,,1
409,이렇게 하면 커리어 망가집니다,퇴사한 이형,11:34,2022-12-26,오후 1:57,,1
410,지금 취준생에게 취업이 어려운 이유,면접왕 이형,11:47,2022-12-26,오후 1:53,,1
411,"올해의 마지막 세일, 미친 가성비 알리발 16인치 포터블 모니터 2차 공동구매 및 할인코드",집연구소 HomeLabs,2:21,2022-12-26,오전 11:25,,1
412,직무부트캠프: 5주 인턴은 어떻게 진행되나요?,코멘토,1:11,2022-12-25,오후 10:52,,0
413,"'SKY' 수시 합격생 1/3 등록 포기...""의대 지원 강화"" / YTN", YTN,2:20,2022-12-25,오후 10:14,,1
414,How to Improve Your Decision-Making,The Art of Improvement,8:20,2022-12-25,오후 10:14,,0
415,성탄절 기념 무료배포 (영구소장),방앗간 비둘기,1:01,2022-12-25,오후 2:23,,1
416,크리스마스엔 핫초코 먹으면서 페이커 영상 보는 게 국룰이죠! [Faker Stream Highlight],T1 Faker,7:05,2022-12-25,오후 2:17,,1
417,20년의 노하우로 완성된 궁극의 이벤트 맛집 [메이플스토리 쇼케이스 요약/업데이트 리뷰],메이플 이득충,25:15,2022-12-25,오전 2:46,,1
